,Power
2019-01-01 00:00:00,1604.0
2019-01-01 00:15:00,1579.0
2019-01-01 00:30:00,1525.0
2019-01-01 00:45:00,1524.0
2019-01-01 01:00:00,1553.0
2019-01-01 01:15:00,1552.0
2019-01-01 01:30:00,1556.0
2019-01-01 01:45:00,1554.0
2019-01-01 02:00:00,1535.0
2019-01-01 02:15:00,1507.0
2019-01-01 02:30:00,1506.0
2019-01-01 02:45:00,1496.0
2019-01-01 03:00:00,1519.0
2019-01-01 03:15:00,1511.0
2019-01-01 03:30:00,1483.0
2019-01-01 03:45:00,1466.0
2019-01-01 04:00:00,1525.0
2019-01-01 04:15:00,1482.0
2019-01-01 04:30:00,1433.0
2019-01-01 04:45:00,1393.0
2019-01-01 05:00:00,1384.0
2019-01-01 05:15:00,1377.0
2019-01-01 05:30:00,1388.0
2019-01-01 05:45:00,1391.0
2019-01-01 06:00:00,1413.0
2019-01-01 06:15:00,1386.0
2019-01-01 06:30:00,1414.0
2019-01-01 06:45:00,1452.0
2019-01-01 07:00:00,1443.0
2019-01-01 07:15:00,1438.0
2019-01-01 07:30:00,1422.0
2019-01-01 07:45:00,1425.0
2019-01-01 08:00:00,1406.0
2019-01-01 08:15:00,1414.0
2019-01-01 08:30:00,1452.0
2019-01-01 08:45:00,1512.0
2019-01-01 09:00:00,1449.0
2019-01-01 09:15:00,1472.0
2019-01-01 09:30:00,1502.0
2019-01-01 09:45:00,1510.0
2019-01-01 10:00:00,1510.0
2019-01-01 10:15:00,1570.0
2019-01-01 10:30:00,1539.0
2019-01-01 10:45:00,1523.0
2019-01-01 11:00:00,1542.0
2019-01-01 11:15:00,1572.0
2019-01-01 11:30:00,1585.0
2019-01-01 11:45:00,1595.0
2019-01-01 12:00:00,1615.0
2019-01-01 12:15:00,1628.0
2019-01-01 12:30:00,1617.0
2019-01-01 12:45:00,1542.0
2019-01-01 13:00:00,1569.0
2019-01-01 13:15:00,1567.0
2019-01-01 13:30:00,1579.0
2019-01-01 13:45:00,1573.0
2019-01-01 14:00:00,1576.0
2019-01-01 14:15:00,1593.0
2019-01-01 14:30:00,1631.0
2019-01-01 14:45:00,1624.0
2019-01-01 15:00:00,1640.0
2019-01-01 15:15:00,1556.0
2019-01-01 15:30:00,1509.0
2019-01-01 15:45:00,1535.0
2019-01-01 16:00:00,1547.0
2019-01-01 16:15:00,1555.0
2019-01-01 16:30:00,1571.0
2019-01-01 16:45:00,1566.0
2019-01-01 17:00:00,1471.0
2019-01-01 17:15:00,1439.0
2019-01-01 17:30:00,1437.0
2019-01-01 17:45:00,1434.0
2019-01-01 18:00:00,1436.0
2019-01-01 18:15:00,1431.0
2019-01-01 18:30:00,1429.0
2019-01-01 18:45:00,1428.0
2019-01-01 19:00:00,1424.0
2019-01-01 19:15:00,1418.0
2019-01-01 19:30:00,1417.0
2019-01-01 19:45:00,1410.0
2019-01-01 20:00:00,1431.0
2019-01-01 20:15:00,1407.0
2019-01-01 20:30:00,1402.0
2019-01-01 20:45:00,1395.0
2019-01-01 21:00:00,1419.0
2019-01-01 21:15:00,1391.0
2019-01-01 21:30:00,1388.0
2019-01-01 21:45:00,1393.0
2019-01-01 22:00:00,1423.0
2019-01-01 22:15:00,1378.0
2019-01-01 22:30:00,1373.0
2019-01-01 22:45:00,1368.0
2019-01-01 23:00:00,1371.0
2019-01-01 23:15:00,1343.0
2019-01-01 23:30:00,1335.0
2019-01-01 23:45:00,1333.0
2019-01-02 00:00:00,1396.0
2019-01-02 00:15:00,1376.0
2019-01-02 00:30:00,1380.0
2019-01-02 00:45:00,1380.0
2019-01-02 01:00:00,1355.0
2019-01-02 01:15:00,1338.0
2019-01-02 01:30:00,1321.0
2019-01-02 01:45:00,1332.0
2019-01-02 02:00:00,1339.0
2019-01-02 02:15:00,1346.0
2019-01-02 02:30:00,1334.0
2019-01-02 02:45:00,1342.0
2019-01-02 03:00:00,1338.0
2019-01-02 03:15:00,1349.0
2019-01-02 03:30:00,1321.0
2019-01-02 03:45:00,1312.0
2019-01-02 04:00:00,1291.0
2019-01-02 04:15:00,1292.0
2019-01-02 04:30:00,1300.0
2019-01-02 04:45:00,1300.0
2019-01-02 05:00:00,1306.0
2019-01-02 05:15:00,1310.0
2019-01-02 05:30:00,1351.0
2019-01-02 05:45:00,1383.0
2019-01-02 06:00:00,1403.0
2019-01-02 06:15:00,1417.0
2019-01-02 06:30:00,1418.0
2019-01-02 06:45:00,1413.0
2019-01-02 07:00:00,1391.0
2019-01-02 07:15:00,1397.0
2019-01-02 07:30:00,1406.0
2019-01-02 07:45:00,1409.0
2019-01-02 08:00:00,1403.0
2019-01-02 08:15:00,1408.0
2019-01-02 08:30:00,1409.0
2019-01-02 08:45:00,1395.0
2019-01-02 09:00:00,1384.0
2019-01-02 09:15:00,1381.0
2019-01-02 09:30:00,1378.0
2019-01-02 09:45:00,1376.0
2019-01-02 10:00:00,1390.0
2019-01-02 10:15:00,1407.0
2019-01-02 10:30:00,1416.0
2019-01-02 10:45:00,1397.0
2019-01-02 11:00:00,1434.0
2019-01-02 11:15:00,1455.0
2019-01-02 11:30:00,1478.0
2019-01-02 11:45:00,1431.0
2019-01-02 12:00:00,1479.0
2019-01-02 12:15:00,1447.0
2019-01-02 12:30:00,1462.0
2019-01-02 12:45:00,1479.0
2019-01-02 13:00:00,1503.0
2019-01-02 13:15:00,1457.0
2019-01-02 13:30:00,1460.0
2019-01-02 13:45:00,1452.0
2019-01-02 14:00:00,1450.0
2019-01-02 14:15:00,1492.0
2019-01-02 14:30:00,1451.0
2019-01-02 14:45:00,1417.0
2019-01-02 15:00:00,1462.0
2019-01-02 15:15:00,1543.0
2019-01-02 15:30:00,1437.0
2019-01-02 15:45:00,1501.0
2019-01-02 16:00:00,1368.0
2019-01-02 16:15:00,1370.0
2019-01-02 16:30:00,1411.0
2019-01-02 16:45:00,1654.0
2019-01-02 17:00:00,1405.0
2019-01-02 17:15:00,1449.0
2019-01-02 17:30:00,1436.0
2019-01-02 17:45:00,1515.0
2019-01-02 18:00:00,1475.0
